id;cidade;id_estado;latitude;longitude;cod_ibge;cod_ddd;area_km
789;Santa Teresa;8;-19.93682780;-40.59832890;3204609;27;683.16
790;São Roque do Canaã;8;-19.74516000;-40.66071000;3204955;27;342.01
791;Ibiraçu;8;-19.83265270;-40.36923150;3202504;28;201.25
792;João Neiva;8;-19.75304000;-40.38534000;3203130;27;284.73
793;Itaguaçu;8;-19.80228000;-40.85569000;3202702;27;535.10
794;Colatina;8;-19.54260000;-40.62338000;3201506;27;1416.80
795;Governador Lindenberg;8;-19.25170000;-40.46204000;3202256;27;359.98
796;Marilândia;8;-19.41263000;-40.54372000;3203353;27;309.02
797;Baixo Guandu;8;-19.51797000;-41.01444000;3200805;27;916.93
798;São Domingos do Norte;8;-19.14428000;-40.62307000;3204658;27;298.58
799;Pancas;8;-18.97413000;-40.87450000;3204005;27;829.95
800;Alto Rio Novo;8;-19.05927000;-41.01754000;3200359;27;227.62
801;Mantenópolis;8;-18.85991000;-41.11890000;3203304;27;321.42
802;São Gabriel da Palha;8;-19.01643000;-40.53540000;3204708;27;434.89
803;Vila Valério;8;-19.00043000;-40.39298000;3205176;27;470.34
804;Águia Branca;8;-18.98760000;-40.73821000;3200136;27;454.45
805;Barra de São Francisco;8;-18.75237000;-40.89295000;3200904;27;941.80
806;Água Doce do Norte;8;-18.63775000;-40.93700000;3200169;27;473.73
807;Nova Venécia;8;-18.70859000;-40.39886000;3203908;27;1442.15
808;Vila Pavão;8;-18.62005000;-40.60363000;3205150;27;433.26
809;Boa Esperança;8;-18.43186000;-40.38735000;3201001;27;428.50
810;Ecoporanga;8;-18.37267000;-40.82971000;3202108;27;2285.37
811;Mucurici;8;-18.09604000;-40.52069000;3203601;27;540.19
812;Ponto Belo;8;-20.33190000;-40.35269000;3204252;27;360.66
813;Montanha;8;-18.12708000;-40.36401000;3203502;27;1098.93
814;Linhares;8;-19.39069000;-40.04514000;3203205;27;3503.70
815;Rio Bananal;8;-19.26544200;-40.33408370;3204351;27;642.23
816;Sooretama;8;-19.20857760;-40.09779070;3205010;27;586.74
817;São Mateus;8;-18.71414000;-39.86708000;3204906;27;2338.73
818;Jaguaré;8;-18.71935000;-39.86279000;3203056;27;659.75
819;Conceição da Barra;8;-18.57268000;-39.75482000;3201605;27;1184.94
820;Pedro Canário;8;-18.29444000;-39.95823000;3204054;27;433.88
821;Pinheiros;8;-18.40942000;-40.21644000;3204104;27;973.14
822;Belo Horizonte;11;-19.93159000;-43.95059000;3106200;31;331.40
823;Coronel Fabriciano;11;-19.47986000;-42.63546000;3119401;31;221.25
824;Contagem;11;-19.97098000;-44.02258000;3118601;31;195.05
825;Ibirité;11;-20.02046000;-44.07262000;3129806;31;72.57
826;Sarzedo;11;-20.04225000;-44.14775000;3165537;31;62.13
827;Mário Campos;11;-20.05867000;-44.16343000;3140159;31;35.20
828;Betim;11;-19.86564000;-44.15405000;3106705;31;343.86
829;Igarapé;11;-20.07399000;-44.30417000;3130101;31;110.94
830;São Joaquim de Bicas;11;-17.76079000;-44.16229000;3162922;31;71.76
831;Santa Luzia;11;-19.75848000;-43.84316000;3157807;31;235.08
832;Vespasiano;11;-19.69606000;-43.91734000;3171204;31;71.08
833;São José da Lapa;11;-19.69916000;-43.95885000;3162955;31;47.93
834;Lagoa Santa;11;-19.65232000;-43.86713000;3137601;31;229.41
835;Confins;11;-19.63088000;-43.98907000;3117876;31;42.36
836;Pedro Leopoldo;11;-19.57590000;-44.03128000;3149309;31;292.95
837;Ribeirão das Neves;11;-19.76728000;-44.08519000;3154606;31;155.45
838;Taquaraçu de Minas;11;-19.66427000;-43.69148000;3168309;31;329.29
839;Nova Lima;11;-19.98831000;-43.84679000;3144805;31;429.00
840;Rio Acima;11;-20.08502000;-43.79034000;3154804;31;229.81
841;Raposos;11;-19.96722790;-43.80786740;3153905;31;72.23
842;Sabará;11;-21.18545000;-43.97170000;3156700;31;302.42
843;Caeté;11;-19.88044000;-43.66965000;3110004;31;542.53
844;Nova União;11;-19.68613000;-43.58735000;3136603;31;172.13
845;Governador Valadares;11;-18.90818000;-41.94485000;3127701;33;2342.33
846;Mathias Lobato;11;-18.57532000;-41.91781000;3171501;33;172.30
847;Frei Inocêncio;11;-18.56395000;-41.90515000;3126901;33;469.56
848;Nova Módica;11;-18.43768000;-41.49951000;3144904;33;375.97
849;Pescador;11;-15.95621000;-44.85128000;3150000;33;317.46
850;Marilac;11;-18.50837450;-42.09796330;3140100;33;158.81
851;Mesquita;11;-19.29374000;-42.65973000;3141702;33;274.94
852;Naque;11;-19.22636000;-42.32996000;3144359;33;127.17
853;Periquito;11;-19.15529000;-42.23934000;3149952;33;228.91
854;Itanhomi;11;-20.02485000;-45.53290000;3133204;33;488.84
855;Capitão Andrade;11;-18.85885000;-41.94568000;3112653;33;279.09
856;Tumiritinga;11;-18.98279000;-41.64860000;3169505;33;500.07
857;Engenheiro Caldas;11;-19.20003000;-42.04857000;3123700;33;187.06
858;Fernandes Tourinho;11;-19.15428000;-42.08032000;3125804;33;151.88
859;Alpercata;11;-18.98490000;-41.98863000;3101805;33;166.97
860;Tarumirim;11;-19.28228000;-42.00657000;3168408;33;731.75
861;Sobrália;11;-17.22432000;-46.87463000;3167707;33;206.79
862;São João do Oriente;11;-19.41081000;-42.15623000;3162609;33;120.12
863;Açucena;11;-19.07228000;-42.54596000;3100500;33;815.42
864;Dom Cavati;11;-19.37599000;-42.10585000;3122504;33;59.52
865;Ipatinga;11;-19.46657000;-42.57465000;3131307;31;164.88
867;Antônio Dias;11;-19.63948000;-42.85452000;3103009;31;787.06
868;Santana do Paraíso;11;-19.36486760;-42.55004380;3158953;33;276.07
869;Timóteo;11;-19.73527000;-47.92384000;3168705;31;144.38
870;Marliéria;11;-19.70327000;-42.64117000;3140308;31;545.81
871;Jaguaraçu;11;-19.64644000;-42.75211000;3135001;31;163.76
872;Iapu;11;-19.43891000;-42.21932000;3129301;33;340.58
873;Bugre;11;-19.42595000;-42.25493000;3109253;33;161.91
874;Joanésia;11;-19.17669000;-42.68311000;3136108;33;233.29
875;Belo Oriente;11;-19.24728000;-42.45426000;3106309;33;334.91
876;Ipaba;11;-19.44666000;-42.35796000;3131158;33;113.25
877;Vargem Alegre;11;-22.22503000;-45.94873000;3170578;33;116.66
878;Aimorés;11;-19.11899000;-41.40102000;3101102;33;213.54
879;Itueta;11;-19.41363000;-41.24871000;3134103;33;452.68
880;Santa Rita do Itueto;11;-19.79681790;-43.97774720;3159506;33;485.08
881;Resplendor;11;-19.17699000;-41.25741000;3154309;33;1081.80
882;Conselheiro Pena;11;-19.07408680;-41.53763620;3118403;33;1483.88
883;Cuparaque;11;-18.96914000;-41.10000000;3120839;33;226.75
884;Goiabeira;11;-18.98047000;-41.22499000;3127370;33;112.44
885;Alvarenga;11;-19.41660490;-41.72776450;3102209;33;278.17
886;Galiléia;11;-18.99873000;-41.53845000;3127305;33;720.36
887;São Geraldo do Baixio;11;-18.91331000;-41.36143000;3161650;33;280.95
888;Central de Minas;11;-18.76018000;-41.31249000;3115706;33;204.33
889;Divino das Laranjeiras;11;-18.77814000;-41.48061000;3122108;33;342.25
890;Mendes Pimentel;11;-18.65977000;-41.40467000;3141504;33;305.51
891;São Félix de Minas;11;-18.59529000;-41.48946000;3161056;33;162.56
892;São João do Manteninha;11;-18.72343000;-41.16121000;3162575;33;137.93
893;Itabirinha;11;-18.56550000;-41.23308000;3131802;33;209.03
894;Mantena;11;-18.77618000;-40.98745000;3139607;33;685.21
895;Nova Belém;11;-18.49254000;-41.10427000;3144672;33;146.78
896;Caratinga;11;-19.77549090;-42.15480040;3113404;33;109.35
897;Imbé de Minas;11;-19.60220490;-41.96932240;3130556;33;196.74
898;Entre Folhas;11;-19.62635000;-42.23126000;3123858;33;85.21
899;Piedade de Caratinga;11;-19.75806000;-42.07481000;3150158;33;109.35
900;Santa Rita de Minas;11;-19.87522000;-42.13248000;3159357;33;68.15
901;Santa Bárbara do Leste;11;-19.97725800;-42.14733100;3157252;33;107.40
902;Inhapim;11;-19.55844590;-42.12245460;3130903;33;858.02
903;São Sebastião do Anta;11;-19.49858000;-41.98349000;3164472;33;80.62
904;São Domingos das Dores;11;-19.52867000;-42.01304000;3160959;33;60.87
905;Ubaporanga;11;-19.66558000;-42.03103000;3170057;33;189.05
906;Bom Jesus do Galho;11;-19.82931650;-42.31732800;3107802;33;592.29
907;Córrego Novo;11;-19.83080000;-42.40417000;3120003;33;205.39
908;Pingo-DÁgua;11;-19.72743780;-42.41039550;3150539;33;66.57
909;Raul Soares;11;-19.90991000;-42.38123000;3154002;33;763.36
910;Vermelho Novo;11;-20.03654000;-42.26630000;3171154;33;115.24
911;São Pedro dos Ferros;11;-20.16853000;-42.52264000;3164001;33;402.74
912;Pedra Bonita;11;-20.52139000;-42.32964000;3148756;31;173.93
913;Abre Campo;11;-20.29859000;-42.47627000;3100302;31;470.55
914;Matipó;11;-22.26326000;-45.93682000;3140902;31;266.99
915;Sericita;11;-20.47169000;-42.48317000;3166303;31;166.01
916;Rio Casca;11;-20.22551000;-42.65585000;3154903;31;384.38
917;Urucânia;11;-20.34527000;-42.77909000;3170503;31;138.79
918;Piedade de Ponte Nova;11;-20.24704000;-42.73946000;3150208;31;83.73
919;Santa Cruz do Escalvado;11;-20.23655000;-42.81430000;3157401;31;258.73
920;Santo Antônio do Grama;11;-20.08190000;-45.28935000;3160108;31;130.21
921;Jequeri;11;-20.45483000;-42.66525000;3135506;31;547.90
922;Ouro Preto;11;-20.47666000;-43.51878000;3146107;31;1245.87
923;Mariana;11;-20.39751000;-43.41429000;3140001;31;1194.21
924;Ponte Nova;11;-20.41404000;-42.91295000;3152105;31;470.64
925;Guaraciaba;11;-20.57154000;-43.00847000;3128204;31;348.60
926;Diogo de Vasconcelos;11;-20.48612000;-43.19885000;3121704;31;165.09
927;Acaiaca;11;-21.78609000;-45.96739000;3100401;31;101.89
928;Oratórios;11;-20.42939000;-42.80609000;3145851;31;89.07
929;Dom Silvério;11;-20.15969000;-42.96208000;3122702;31;194.97
930;Sem Peixe;11;-20.47836000;-45.96217000;3165560;34;4523.96
931;Rio Doce;11;-20.24429000;-42.89623000;3155009;31;112.09
932;Amparo da Serra;11;-20.64816000;-43.77701000;3102506;34;4523.96
933;Barra Longa;11;-20.28247000;-43.04047000;3105707;31;383.63
934;Itabirito;11;-20.26099000;-43.78101000;3131901;31;542.61
935;Brumadinho;11;-20.18783000;-44.01057000;3109006;31;639.43
936;Moeda;11;-20.33112000;-44.05311000;3142304;31;155.11
937;Belo Vale;11;-20.40923000;-44.02642000;3106408;31;365.92
938;Piedade dos Gerais;11;-20.47061000;-44.22300000;3150406;31;259.64
939;Crucilândia;11;-20.39876000;-43.51038000;3120607;31;167.16
940;Bonfim;11;-20.32424000;-44.24045000;3108107;31;301.87
941;Rio Manso;11;-20.18786000;-44.32101000;3155306;31;231.54
942;Itaguara;11;-20.38612110;-44.47715960;3132206;37;410.47
943;Entre Rios de Minas;11;-20.67002000;-44.06532000;3123908;31;456.80
944;Desterro de Entre Rios;11;-20.66036000;-44.33179000;3121407;31;377.17
945;São Brás do Suaçuí;11;-20.62555000;-43.95001000;3160900;31;110.02
946;Jeceaba;11;-20.53695000;-43.98351000;3135407;31;236.25
947;Divinópolis;11;-20.16518000;-44.86866000;3122306;37;708.12
948;Nova Serrana;11;-19.87235000;-44.98439000;3145208;37;282.47
949;Cláudio;11;-20.44459000;-44.76522000;3116605;37;630.71
950;Carmópolis de Minas;11;-20.53995000;-44.63912000;3114501;37;400.01
951;Piracema;11;-20.50857710;-44.47449350;3150604;37;280.34
952;Passa Tempo;11;-20.65107000;-44.49683000;3147709;37;429.17
953;Oliveira;11;-20.69816000;-44.82269000;3145604;37;170.75
954;São Francisco de Paula;11;-20.70901000;-44.98429000;3161205;37;316.82
955;São Gonçalo do Pará;11;-19.98525000;-44.85863000;3161809;37;265.73
956;Perdigão;11;-19.95320000;-45.07883000;3149705;37;249.32
957;Carmo da Mata;11;-20.76725000;-45.27653000;3114006;37;357.18
958;Itapecerica;11;-20.47057000;-45.12197000;3133501;37;1040.52
959;Camacho;11;-20.62683120;-45.15500730;3110400;37;223.00
960;Carmo do Cajuru;11;-20.18576000;-44.77161000;3114204;37;455.81
961;Santo Antônio do Monte;11;-20.08789000;-45.29004000;3160405;37;1125.78
962;Pedra do Indaiá;11;-20.34490320;-45.27434050;3148905;37;347.92
963;São Sebastião do Oeste;11;-20.27566000;-45.00452000;3164605;37;408.09
964;Formiga;11;-20.47722000;-45.43695000;3126109;37;1501.92
965;Córrego Fundo;11;-20.44951000;-45.55474000;3119955;37;101.11
966;Japaraíba;11;-20.14064000;-45.50395000;3135308;37;172.14
967;Pains;11;-20.38604970;-45.66198700;3146503;37;421.86
968;Pimenta;11;-21.67771000;-45.92971000;3150505;37;414.97
969;Arcos;11;-20.29925000;-45.53895000;3104205;37;509.87
970;Lagoa da Prata;11;-20.02485000;-45.53290000;3137205;37;439.98
971;Luz;11;-19.79865000;-45.68024000;3138807;37;235.08
972;Bom Despacho;11;-19.73677000;-45.25199000;3107406;37;1213.55
973;Araújos;11;-19.94751640;-45.16583480;3103900;37;245.52
974;Moema;11;-19.84252000;-45.41093000;3142403;37;202.71
975;Martinho Campos;11;-19.33680000;-45.24004000;3140506;37;1058.42
976;Dores do Indaiá;11;-19.45969000;-45.59722000;3123205;37;1111.20
977;Estrela do Indaiá;11;-19.51965000;-45.78892000;3124708;37;635.98
978;Serra da Saudade;11;-19.44179000;-45.79231000;3166600;37;335.66
979;Abaeté;11;-19.11899000;-41.40102000;3100203;37;2692.17
980;Biquinhas;11;-18.78314000;-45.50240000;3107000;37;458.95
981;Paineiras;11;-18.90328000;-45.53808000;3146404;37;637.31
982;Cedro do Abaeté;11;-19.14547300;-45.71186300;3115607;37;283.21
983;Quartel Geral;11;-19.27076000;-45.55645000;3153707;37;556.44
984;Morada Nova de Minas;11;-18.60176000;-45.35613000;3143500;38;2084.28
985;Pompéu;11;-19.21787000;-45.00216000;3152006;37;2551.08
986;Pitangui;11;-19.68348000;-44.89191000;3151404;37;569.64
987;Onça de Pitangui;11;-19.73202000;-44.67038000;3145802;37;246.98
988;Leandro Ferreira;11;-19.71737000;-45.02440000;3138302;37;352.01
989;Pará de Minas;11;-19.84290000;-44.62148000;3147105;37;551.25
990;Maravilhas;11;-19.51285000;-44.67727000;3139706;37;261.60
991;Pequi;11;-15.39766000;-42.86560000;3149606;37;203.99
992;Conceição do Pará;11;-19.74554000;-44.89065000;3117603;37;250.31
993;Papagaios;11;-19.45006000;-44.74923000;3146909;37;553.58
994;Mateus Leme;11;-19.98952000;-44.43131000;3140704;31;301.38
995;Juatuba;11;-19.95006000;-44.33967000;3136652;31;97.17
996;Itaúna;11;-20.09150000;-44.60328000;3133808;37;495.77
997;Itatiaiuçu;11;-20.20063000;-44.42630000;3133709;31;295.15
998;Florestal;11;-19.88473000;-44.42459000;3126000;31;194.24
999;São José da Varginha;11;-19.70834000;-44.55985000;3163102;37;205.50
1000;Igaratinga;11;-19.94878000;-44.71053000;3130200;37;218.34
1001;Sete Lagoas;11;-19.44788000;-44.25170000;3167202;31;536.64
1002;Matozinhos;11;-19.56768970;-44.07591120;3141108;31;252.28
1003;Capim Branco;11;-19.54528000;-44.13037000;3112505;31;95.33
1004;Baldim;11;-19.29495000;-43.95716000;3105004;31;556.27
1005;Funilândia;11;-19.36768000;-44.05979000;3127206;31;199.80
1006;Prudente de Morais;11;-19.48331000;-44.15706000;3153608;31;124.19
1007;Esmeraldas;11;-19.75906000;-44.31038000;3124104;31;909.68
1008;Fortuna de Minas;11;-19.56291000;-44.44798000;3126406;31;198.71
1009;Inhaúma;11;-19.28679000;-43.95562000;3131000;31;245.00
1010;Cachoeira da Prata;11;-19.52061000;-44.45503000;3109600;31;61.38
1011;Jequitibá;11;-18.76076000;-44.90577000;3135704;31;152.27
1012;Caetanópolis;11;-19.29840000;-44.40568000;3109907;31;156.04
1013;Paraopeba;11;-19.27649000;-44.40423000;3147402;31;625.62
1014;Araçaí;11;-19.19828710;-44.24916790;3103207;31;187.54
1015;Cordisburgo;11;-20.91374000;-44.51350000;3118908;31;823.65
1016;Santana de Pirapama;11;-19.00683000;-44.03970000;3158508;31;1255.83
1017;Curvelo;11;-18.77114000;-44.44175000;3120904;38;3296.20
1018;Ferros;11;-19.16592000;-42.89628000;3125903;31;402.74
1019;Passabém;11;-17.70315000;-40.76826000;3147501;31;94.18
1020;São Sebastião do Rio Preto;11;-19.29208000;-43.17537000;3164803;31;128.00
1021;Itambé do Mato Dentro;11;-19.41476000;-43.32242000;3132800;31;380.34
1022;Jaboticatubas;11;-19.51710000;-43.74764000;3134608;31;1114.97
1023;Santana do Riacho;11;-19.17027000;-43.71363000;3159001;31;677.21
1024;Congonhas do Norte;11;-18.81050000;-43.67853000;3118106;31;405.67
1025;Conceição do Mato Dentro;11;-19.03568000;-43.42540000;3117504;31;1720.01
1026;Dom Joaquim;11;-15.50549000;-44.35551000;3122603;31;398.82
1027;Morro do Pilar;11;-19.22306000;-43.38092000;3143708;31;477.55
1028;Carmésia;11;-19.08884000;-43.13984000;3113800;31;259.10
1029;Santo Antônio do Rio Abaixo;11;-19.22837000;-43.25324000;3160504;31;107.27
1030;Dores de Guanhães;11;-19.05670000;-42.92991000;3123106;33;382.12
1031;Itabira;11;-19.63816000;-43.21011000;3131703;31;597.44
1032;Bom Jesus do Amparo;11;-19.70494000;-43.47514000;3107703;31;195.61
1033;Santa Maria de Itabira;11;-19.44965000;-43.11420000;3158003;31;597.44
1034;Nova Era;11;-19.75563000;-43.02672000;3144706;31;361.93
1035;João Monlevade;11;-19.81909000;-43.15845000;3136207;31;99.16
1036;São Gonçalo do Rio Abaixo;11;-19.82536000;-43.35899000;3161908;31;363.83
1037;Bela Vista de Minas;11;-19.82509000;-43.09727000;3106002;31;109.14
1038;Rio Piracicaba;11;-20.00542000;-43.09425000;3155702;31;373.04
1039;Alvinópolis;11;-20.10759000;-43.05738000;3102308;31;599.44
1040;Santa Bárbara;11;-20.81458000;-42.36216000;3157203;31;194.56
1041;Catas Altas;11;-20.07233000;-43.40789000;3115359;31;141.62
1042;Barão de Cocais;11;-19.94922200;-43.47653600;3105400;31;340.59
1043;Dionísio;11;-19.84061000;-42.77041000;3121803;31;339.38
1044;São José do Goiabal;11;-19.92613000;-42.70534000;3163409;31;189.58
1045;São Domingos do Prata;11;-19.86452860;-42.96681780;3161007;31;743.77
1046;Juiz de Fora;11;-21.76600000;-43.35343000;3136702;32;1435.75
1047;Ewbank da Câmara;11;-21.55137000;-43.50931000;3125002;32;103.83
1048;Chácara;11;-21.67340000;-43.21655000;3115904;32;152.81
1049;Matias Barbosa;11;-21.87280000;-43.32100000;3140803;32;157.07
1050;Simão Pereira;11;-21.95102000;-43.31840000;3167509;32;135.69
1051;Belmiro Braga;11;-21.94694000;-43.40893000;3106101;32;393.09
1052;Rio Preto;11;-22.08406000;-43.83251000;3155900;32;128.00
1053;Santa Bárbara do Monte Verde;11;-21.95853000;-43.70269000;3157278;32;417.93
1054;Santa Rita de Jacutinga;11;-22.14997000;-44.09477000;3159308;32;420.94
1055;Lima Duarte;11;-21.83136000;-43.77731000;3138609;32;848.56
1056;Olaria;11;-21.85953000;-43.93644000;3145406;32;178.24
1057;Santana do Garambéu;11;-21.60151000;-44.10498000;3158706;32;203.07
1058;Pedro Teixeira;11;-21.70507000;-43.74266000;3149408;32;112.96
1059;Rio Novo;11;-21.47224000;-43.12064000;3155405;32;209.31
1060;Goianá;11;-21.53177000;-43.18685000;3127388;32;152.04
1061;Coronel Pacheco;11;-21.58977000;-43.26729000;3119609;32;131.51
1062;Piau;11;-21.50753000;-43.31465000;3150109;32;192.20
1063;Guarani;11;-21.35849000;-43.04916000;3128402;32;264.19
1064;Tabuleiro;11;-21.36485000;-43.23819000;3167905;32;211.08
1065;Piraúba;11;-21.27001000;-43.02377000;3151305;32;144.29
1066;Rio Pomba;11;-21.27320000;-43.17939000;3155801;32;252.42
1067;Silveirânia;11;-21.16189000;-43.21428000;3167301;32;157.46
1068;Mercês;11;-21.19769000;-43.34257000;3141603;32;348.27
1069;Paiva;11;-21.28773000;-43.41834000;3146602;32;58.42
1070;Barbacena;11;-21.22849000;-43.74432000;3105608;32;759.19
1071;Desterro do Melo;11;-21.14742000;-43.51830000;3121506;32;142.28
1072;Barroso;11;-21.19062000;-43.97277000;3105905;32;82.07
1073;Dores de Campos;11;-21.11364000;-44.02099000;3123007;32;124.84
1074;Santa Bárbara do Tugúrio;11;-21.24596000;-43.55888000;3157302;32;194.56
1075;Antônio Carlos;11;-21.28558000;-43.75002000;3102902;32;529.92
1076;Ibertioga;11;-19.83758000;-44.62718000;3129400;32;346.24
1077;Piedade do Rio Grande;11;-21.46870600;-44.13404390;3150307;32;322.81
1078;Bias Fortes;11;-21.60684000;-43.75612000;3106804;32;283.54
1079;Santa Rita do Ibitipoca;11;-21.56327000;-43.91363000;3159407;34;4523.96
1080;Santos Dumont;11;-21.47027000;-43.53974000;3160702;32;637.37
1081;Oliveira Fortes;11;-21.33939000;-43.45807000;3145703;32;111.13
1082;Aracitaba;11;-21.34000000;-43.37850000;3103306;32;106.61
1083;Alto Rio Doce;11;-21.02820000;-43.40899000;3102100;32;518.05
1084;Cipotânea;11;-20.90459000;-43.36550000;3116308;32;153.48
1085;Ressaquinha;11;-21.02939000;-43.70283000;3154408;32;183.06
1086;Alfredo Vasconcelos;11;-19.96554000;-44.20424000;3101631;32;130.82
1087;Senhora dos Remédios;11;-21.02446080;-43.57620140;3166204;32;237.82
1088;Carandaí;11;-21.00002000;-43.73352000;3113206;32;487.28
1089;Capela Nova;11;-20.92439000;-43.61898000;3112208;31;111.07
1090;São João Del Rei;11;-21.12157000;-44.24801000;3162500;32;1452.00
1091;Prados;11;-21.05781000;-44.07870000;3152709;32;264.12
1092;Tiradentes;11;-21.10962530;-44.17367790;3168804;32;83.05
1093;Santa Cruz de Minas;11;-16.09386000;-41.92884000;3157336;32;3.57
1094;Coronel Xavier Chaves;11;-21.02434000;-44.22587000;3119708;32;140.95
1095;Ritápolis;11;-21.02740000;-44.32069000;3156106;32;404.81
1096;Resende Costa;11;-20.91722000;-44.24088000;3154200;32;618.31
1097;Lagoa Dourada;11;-20.91815000;-44.07785000;3137403;32;476.69
1098;São Tiago;11;-18.11177000;-43.52752000;3165008;32;572.40
1099;Conceição da Barra de Minas;11;-21.12903000;-44.47300000;3115201;32;273.01
1100;Nazareno;11;-21.21686000;-44.61416000;3144508;35;341.45
1101;Itutinga;11;-21.29917000;-44.65675000;3134509;35;372.02
1102;Conselheiro Lafaiete;11;-20.65217000;-43.76261000;3118304;31;370.25
1103;Congonhas;11;-20.50240000;-43.85960000;3118007;31;405.67
1104;Ouro Branco;11;-20.51790000;-43.70044000;3145901;31;258.73
1105;Casa Grande;11;-20.79236000;-43.93083000;3114907;31;157.73
1106;Queluzito;11;-20.74721000;-43.88174000;3153806;31;153.56
1107;Cristiano Otoni;11;-20.83052000;-43.80578000;3120409;31;132.87
1108;Caranaíba;11;-20.87239000;-43.73846000;3113107;31;159.95
1109;Santana dos Montes;11;-20.78851000;-43.68996000;3159100;31;196.57
1110;Itaverava;11;-20.67648000;-43.60997000;3133907;31;284.22
1111;Catas Altas da Noruega;11;-20.68943000;-43.49725000;3115409;31;141.62
1112;Lamim;11;-20.78920000;-43.47067000;3137908;31;118.60
1113;Rio Espera;11;-20.85640000;-43.47429000;3155207;31;238.60
1114;Senhora de Oliveira;11;-20.70000000;-44.81982000;3166006;31;170.75
1115;Presidente Bernardes;11;-20.76942000;-43.18770000;3153103;32;236.80
1116;Piranga;11;-20.56710000;-43.27241000;3150802;31;658.81
1117;Ubá;11;-21.12495000;-42.94079000;3169901;32;189.05
1118;Rodeiro;11;-21.09664000;-42.97508000;3156304;32;72.67
1119;Tocantins;11;-21.17551000;-43.01931000;3169000;32;173.87
1120;Dores do Turvo;11;-20.97429000;-43.19124000;3123304;32;231.17
1121;Guidoval;11;-21.14974000;-42.79844000;3128808;32;158.38
1122;Visconde do Rio Branco;11;-21.01112000;-42.84051000;3172004;32;243.35
1123;Guiricema;11;-21.00829000;-42.71893000;3129004;32;293.58
1124;São Geraldo;11;-20.93028000;-42.83243000;3161502;32;280.95
1125;Senador Firmino;11;-20.91728000;-43.10029000;3165701;32;166.50
1126;Brás Pires;11;-20.84773000;-43.24373000;3108701;32;223.35
1127;Paula Cândido;11;-20.87455000;-42.97807000;3148301;32;268.32
1128;Divinésia;11;-20.99039000;-43.00514000;3121902;32;116.97
1129;Coimbra;11;-20.85539000;-42.80212000;3116704;32;106.88
1130;Ervália;11;-20.83750000;-42.65507000;3124005;32;357.49
1131;Cajuri;11;-20.75811000;-42.75764000;3110202;31;83.04
1132;Viçosa;11;-20.73411000;-42.87710000;3171303;31;299.42
1133;Porto Firme;11;-20.67198000;-43.08832000;3152303;31;284.78
1134;Teixeiras;11;-20.65066000;-42.85919000;3168507;31;166.74
1135;Pedra do Anta;11;-20.59792000;-42.71273000;3148806;31;173.17
1136;São Miguel do Anta;11;-20.70304000;-42.72116000;3163805;31;152.11
1137;Canaã;11;-20.68486000;-42.62561000;3111705;31;174.90
1138;Araponga;11;-20.66703000;-42.52164000;3103702;31;303.79
1139;Bicas;11;-21.71929000;-43.06279000;3106903;32;71.76
1140;Rochedo de Minas;11;-21.62662810;-43.01855180;3156205;32;79.40
1141;Guarará;11;-20.79375000;-42.79031000;3128501;32;88.66
1142;Maripá de Minas;11;-21.69501000;-42.96303000;3140209;32;77.34
1143;Pequeri;11;-21.84037000;-43.12369000;3149507;32;90.83
1144;Santana do Deserto;11;-21.94911000;-43.16419000;3158607;32;182.66
1145;Chiador;11;-22.00394000;-43.05753000;3116209;32;252.85
1146;Mar de Espanha;11;-21.86490000;-43.00106000;3139805;32;371.60
1147;Senador Cortes;11;-21.79731000;-42.94389000;3165602;32;98.34
1148;Além Paraíba;11;-21.88457000;-42.70032000;3101508;32;510.25
1149;Santo Antônio do Aventureiro;11;-21.75660000;-42.81390000;3160009;32;202.03
1150;São João Nepomuceno;11;-21.53886000;-43.00756000;3162906;32;407.43
1151;Descoberto;11;-21.46086000;-42.96179000;3121308;32;213.17
1152;Leopoldina;11;-21.52945000;-42.64424000;3138401;32;943.08
1153;Argirita;11;-21.61532000;-42.83657000;3104403;32;159.38
1154;Volta Grande;11;-21.77237000;-42.53736000;3172103;32;205.55
1155;Estrela Dalva;11;-21.74535000;-42.45951000;3124609;32;131.37
1156;Pirapetinga;11;-21.65830130;-42.34514790;3151107;32;190.68
1157;Recreio;11;-21.52663510;-42.46891560;3154101;32;234.30
1158;Palma;11;-21.37524000;-42.31277000;3146701;32;2220.28
1159;Laranjal;11;-21.28053810;-42.43341430;3138005;32;204.88
1160;Cataguases;11;-21.37811000;-42.70966000;3115300;32;161.49
1161;Astolfo Dutra;11;-21.26867000;-42.93670000;3104601;32;158.89
1162;Dona Euzébia;11;-21.34262000;-42.83008000;3122900;34;4523.96
1163;Itamarati de Minas;11;-21.41751000;-42.81790000;3132602;32;94.57
1164;Miraí;11;-21.07675000;-42.63123000;3142205;32;320.70
1165;São Sebastião da Vargem Alegre;11;-21.07371000;-42.63702000;3164431;32;73.63
1166;Santana de Cataguases;11;-21.28564000;-42.55473000;3158409;32;161.49
1167;Carangola;11;-20.73425000;-42.02973000;3113305;32;353.40
1168;São Francisco do Glória;11;-20.79083000;-42.26840000;3161403;32;164.61
1169;Fervedouro;11;-20.72777000;-42.27892000;3125952;32;357.68
1170;Divino;11;-15.82414000;-43.06401000;3122009;32;328.70
1171;Orizânia;11;-20.50580000;-42.20937000;3145877;32;121.80
